open,high,low,close,volume
100.37161182341062,101.1155567835863,100.27709028037877,100.5080001203175,800931
100.31783531436834,100.96638207044816,100.1337477669618,100.37916687753406,8919
100.9208043048534,101.26285033607566,100.59393042006766,101.04152489155207,944106
102.62511415931078,103.31667942087765,102.0433743611035,102.6024558337407,758765
102.61784339644797,102.67220540147996,101.54632403356914,102.37272653561664,205179
101.9860144435413,102.45378393261318,101.2637078962841,102.14352837645609,97003
103.98750354195472,104.09120647731812,103.62804500604055,103.77977369242444,282188
104.42622833301371,105.60173579564314,104.02054672003791,104.58973808764809,931100
103.9337839655163,104.55850871467007,103.39030103387937,104.11027737392176,650574
104.8585341216527,106.06447564276831,104.24605489611862,104.6871414604342,351022
104.40570245144116,105.17922861703317,103.77667083479251,104.21354593328702,143269
103.91634437186927,104.57562027848164,103.72224223256106,103.73969435864193,163299
103.72771925310195,104.33851034727972,103.56779211004506,104.00140882145857,703928
101.94559682320865,102.23058134943957,101.55910266930567,102.04068874065236,135821
100.47079504356009,101.1307791282217,99.87641818479273,100.30569415954751,714379
99.76153314378901,100.23893776788897,99.0627600006144,99.75324527696695,356105
98.54581663267075,98.85488682463046,98.45890289807427,98.7578879081759,779757
99.16944646379955,99.21401566753127,98.37908136337512,99.078627439121,720846
98.05248272399933,98.40141138140234,97.38604470683481,98.19286066316567,513383
97.17301972860636,98.18973147956721,96.49931069259614,96.82550816787544,40873
98.56851410540672,99.71583522297581,97.47862580393158,98.26490670106179,193401
98.17157016830558,98.72280033852344,97.3442189822599,98.05310291407244,220625
98.39626006546199,98.93220760813081,97.72945982468818,98.12915120002877,781826
96.76318221123131,97.1493678340254,96.38930832081043,96.75064500140141,351758
96.38232900318471,96.59403702533237,95.43705360578076,96.23500524061963,31184
96.63620646121632,97.51806375551864,95.80262365441504,96.35144548825696,899354
95.30510132158541,96.31731099235562,94.4834897621565,95.25832973282672,284922
95.57764339438309,95.84827744061992,95.37053407488426,95.62644868030445,661063
94.73921258164962,95.51499844369214,94.23752531711342,95.06330658128037,967487
94.78013457044523,95.14193904741138,94.7547550341998,94.7958960045628,124041
94.39183189908687,94.74478965024605,93.7727461065339,94.23663863291574,394816
96.1896067234474,97.0127709031643,95.32239235328409,96.00802991863546,768222
96.10151516654278,96.20377826532574,95.02375225932356,96.00467236077375,502271
94.90122053384256,95.61204168881477,94.69381393395214,95.00407176997619,550528
95.41957261528455,96.48660860324786,95.09296233573927,95.79832500556465,180019
94.55161189641007,95.07821642463072,94.10595220798744,94.64535151045794,628549
94.79498669714249,95.58111593377289,94.59815375205388,94.85272257638574,441562
92.96310043339376,93.52762946318721,92.22537509218427,93.02131856368334,619181
91.9167417550099,92.71194931372055,91.36345973527975,91.80317088512643,416773
92.35861035739606,92.39863710925822,91.49964857442131,91.99327261459035,797663
92.70729315706944,93.0738275917505,92.04853161238668,92.68439469846899,136648
92.81239908362623,93.29690643973404,92.36830424183829,92.8526473243913,799414
92.70651386597797,93.03440748503192,92.47035490421473,92.75460189811497,971972
92.5079898966167,92.66915193258154,92.0400428152935,92.48498245064754,320029
90.98576797169098,91.36998132343905,90.76454008738763,91.13674396441937,195930
90.51385977743492,91.22390642968878,90.01033095327367,90.49210573606018,131125
90.16645374650744,90.42608534156547,89.36537643282873,90.08523067988386,89183
91.08988226410881,91.32177551952003,90.91739053624215,91.05169771995546,555776
91.45785822556789,92.13944401258173,91.33742963543179,91.37424312972828,846548
89.86426385753128,89.87740812930538,89.32417681423387,89.78637460685569,521701
89.76758897272975,90.19617940828121,89.52552158909396,90.0868381118587,957284
